"text,created_at"
"RT @DailyCaller: In his dissent in the SCOTUS DACA case Justice Thomas says The decision is “An effort to avoid a politically controversial…,06-18-2020 14:43:36"
"These horrible &amp; politically charged decisions coming out of the Supreme Court are shotgun blasts into the face of people that are proud to call themselves Republicans or Conservatives. We need more Justices or we will lose our 2nd. Amendment &amp; everything else. Vote Trump 2020!,06-18-2020 15:08:15"
"Do you get the impression that the Supreme Court doesn’t like me?,06-18-2020 15:10:19"
"The recent Supreme Court decisions not only on DACA Sanctuary Cities Census and others tell you only one thing we need NEW JUSTICES of the Supreme Court. If the Radical Left Democrats assume power your Second Amendment Right to Life Secure Borders and...,06-18-2020 17:14:12"
"...Religious Liberty among many other things are OVER and GONE!,06-18-2020 17:14:12"
"The DACA decision while a highly political one and seemingly not based on the law gives the President of the United States far more power than EVER anticipated. Nevertheless I will only act in the best interests of the United States of America!,06-18-2020 17:15:27"
"As President of the United States I am asking for a legal solution on DACA not a political one consistent with the rule of law. The Supreme Court is not willing to give us one so now we have to start this process all over again.,06-18-2020 17:20:01"
"I will be releasing a new list of Conservative Supreme Court Justice nominees which may include some or many of those already on the list by September 1 2020. If given the opportunity I will only choose from this list as in the past a Conservative Supreme Court Justice...,06-18-2020 17:24:17"
"...Based on decisions being rendered now this list is more important than ever before (Second Amendment Right to Life Religous Liberty etc.) – VOTE 2020!,06-18-2020 17:24:18"
"Extraordinary rescue yesterday by our brave and “Semper Paratus” U.S. Coast Guard. Our rapid response and the vessel’s survival equipment allowed these four mariners to see their loved ones again. Well done @USCG! https://t.co/yNJTnhQZuR,06-18-2020 18:45:49"
"First thing the anarchists did upon taking over Seattle was “BUILD A WALL”. See I was ahead of our times!,06-18-2020 18:47:30"
"RT @DanScavino: There is nothing worse than a disgruntled arrogant egotistical and all around miserable warmonger who gets fired from th…,06-18-2020 19:30:28"
"It was not Ambassador Lighthizer’s fault (yesterday in Committee) in that perhaps I didn’t make myself clear but the U.S. certainly does maintain a policy option under various conditions of a complete decoupling from China. Thank you!,06-18-2020 19:56:13"
"Proud to propose a $25M award to @MichiganDOT to replace and expand the Blue Water Bridge port of entry in @Port_Huron. CRITCAL for security operations and commerce at our country’s third BUSIEST U.S.-Canada border crossing!,06-18-2020 22:06:17"
"Great news for Louisiana! $135M proposed to @La_DOTD from @USDOT to build 8.3 miles of elevated highway from Leeville Bridge to Golden Meadow to protect access to the area against flooding.,06-18-2020 22:07:56"
"I’m proud to propose a $6.8M award to @WisconsinDOT from @USDOT to complete the last phase of the Merrimac Bridge rehabilitation – more efficient and lower cost rail car travel over Lake Wisconsin!,06-18-2020 22:09:04"
".@WVDOT will be awarded $12 million from @USDOT to help finish the Corridor H project between Kerens and Parsons key to a booming economy in the Great State of West Virginia!,06-18-2020 22:09:29"
"Great things headed to Tennessee! $11.2M is headed to @myTDOT from @USDOT to install fiber optic communications on I-40 from Memphis to Nashville. This is HUGE for safety info and broadband in a lot of communities that need it!,06-18-2020 22:10:00"
".@SCDOTPress will have $34.6M headed its way for a new interchange on I-77 in Rock Hill! This will facilitate access to a 234-acre development site at Exit 81. HUGE innovation and development coming to the area! @RockHillSCCity @YorkCountySC @YorkCountySCGov,06-18-2020 22:10:26"
".@TulsaPort $6.2M is coming your way from @USDOT to bring major upgrades and improve rail transportation to the port. HUGE for JOBS and the economy in the region!,06-18-2020 22:10:50"
"Port Tampa Bay in Florida will be awarded $19.9 million from @USDOT to improve Hooker’s Point container facility adding much-needed capacity to keep commerce moving and allowing the region to GROW!,06-18-2020 22:11:09"
"Proposing $73.7M to @wsdot for the Puget Sound Gateway Program from @USDOT. Will build “missing links” to the Ports and improve commerce and safety – BIG boost to the economy and JOBS!,06-18-2020 22:11:32"
".@Port_Houston in Texas is set to receive $79.5M from @USDOT for much-needed restoration and upgrades to the Barbours Cut Container Terminal. This will increase capacity and efficiency of the terminal. GREAT for economic growth in this busy region!,06-18-2020 22:11:51"
".@RIDOTNews is set to be awarded $65 million from @USDOT to complete multiple safety improvements and repairs to the RI-246 corridor – greatly improving travel through the region!,06-18-2020 22:12:10"
"$25M coming your way @NCDOT! The great state of North Carolina is set to be awarded @USDOT funding to help complete highway improvements in the US 74 corridor in Cleveland Columbus and Robeson Counties. Huge for travel and growth in the area!,06-18-2020 22:12:35"
"I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So important for improving and reducing traffic in this booming area!,06-18-2020 22:12:55"
"$71.5M will be headed to @MississippiDOT from @USDOT to finish the Greenville Bypass in Washington County. So important for economic growth in the area and reducing travel times through Western Mississippi on US 82!,06-18-2020 22:14:42"
"Floridians will get $10M grant from @USDOT for @MyFDOT’s I-4 to improve technology to provide travelers with better information and important messages in real time! Will make getting BACK TO WORK easier. Great work @GovRonDeSantis!,06-18-2020 22:15:19"
"I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County. Huge improvement for traffic flow and safety in this important area!,06-18-2020 22:15:40"
"Big news for @EagleCounty Colorado! $60.7M proposed to @ColoradoDOT from @USDOT for improvements and enhanced safety to the Vail Pass on I-70 between miles 180-190. HUGE for safe travel through the region!,06-18-2020 22:17:04"
"$55.15M will be on its way to @KYTC to widen @mtnparkway from two lanes to four lanes between the KY 191 overpass and the KY 205 interchange. Must keep the people of Kentucky moving efficiently and safely!,06-18-2020 22:18:32"
"Designating $38.1 million to @MaineDOT1 from @USDOT to replace SEVEN bridges and improve FIVE locations in Kennebec Oxford Penobscot and Somerset Counties. Very important for keeping our bridges safe and people moving in the Great State of Maine!,06-18-2020 22:19:10"
"$40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help congestion and make travel safer and more efficient in the area!,06-18-2020 22:23:30"
"Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @PulaskiAR and Lonoke Counties. Will reduce congestion and travel time – a huge boost for economic growth!,06-18-2020 22:24:06"
"https://t.co/vnRpk0zl5y,06-19-2020 00:12:47"
"https://t.co/MGBKlaDrhm,06-19-2020 02:08:30"
"The Supreme Court asked us to resubmit on DACA nothing was lost or won. They “punted” much like in a football game (where hopefully they would stand for our great American Flag). We will be submitting enhanced papers shortly in order to properly fulfil the Supreme Court’s.....,06-19-2020 13:14:13"
"...ruling &amp; request of yesterday. I have wanted to take care of DACA recipients better than the Do Nothing Democrats but for two years they refused to negotiate - They have abandoned DACA. Based on the decision the Dems can’t make DACA citizens. They gained nothing! @DHSgov,06-19-2020 13:14:14"
".@FoxNews is out with another of their phony polls done by the same group of haters that got it even more wrong in 2016. Watch what happens in November. Fox is terrible!,06-19-2020 13:27:01"
"Any protesters anarchists agitators looters or lowlifes who are going to Oklahoma please understand you will not be treated like you have been in New York Seattle or Minneapolis. It will be a much different scene!,06-19-2020 13:34:00"
"RT @realDonaldTrump: 96% Approval Rating in the Republican Party. Thank you!,06-19-2020 13:38:36"
"“THE SILENT MAJORITY IS STRONGER THAN EVER BEFORE.”,06-19-2020 13:45:47"
"RT @henryrodgersdc: WOAH: Terry McAuliffe recorded saying Dems prefer Biden stay 'in the basement' https://t.co/gWew0Bc7cD via @gregg_re @F…,06-19-2020 13:47:39"
"If the Dems get in our Country is in big trouble! https://t.co/CjNkGr0uLM,06-19-2020 13:54:59"
"Big crowds and lines already forming in Tulsa. My campaign hasn’t started yet. It starts on Saturday night in Oklahoma!,06-19-2020 14:08:07"
"The Democrats are doing totally false advertising. They have done NOTHING for years including when Sleepy Joe was V.P. and they now have a Fake ad that my China Deal is losing us jobs. Opposite &amp; China is paying us $BILLIONS. Also I LOVE Seniors &amp; protect Preexisting C’s.,06-19-2020 14:21:20"
"Why are the Democrats allowed to make fake and fraudulent ads. They should be called out. They did nothing when they had the chance. I have done FAR more than any President in first 3 1/2 years!,06-19-2020 14:25:09"
"Tony Fauci has nothing to do with NFL Football. They are planning a very safe and controlled opening. However if they don’t stand for our National Anthem and our Great American Flag I won’t be watching!!!,06-19-2020 15:48:48"
"I just spoke to the highly respected Mayor of Tulsa G.T. Bynum who informed me there will be no curfew tonight or tomorrow for our many supporters attending the #MAGA Rally. Enjoy yourselves - thank you to Mayor Bynum! @gtbynum,06-19-2020 19:09:36"
"Congressman @JamesComer is working hard for the people of Kentucky! He fights for his fellow Farmers and is Strong on Trade Cutting Taxes and the Second Amendment. Jamie has my Complete and Total Endorsement! #KY01https://t.co/Nn1tjduETw,06-19-2020 19:48:31"
"Congressman Hal Rogers is doing a tremendous job for the people of Kentucky! He is Strong on the Border Life and always Protects your Second Amendment. Hal has my Complete and Total Endorsement! #KY05https://t.co/01BQd9ekLO,06-19-2020 19:48:42"
".@ScottTaylorVA is a fighter for Virginia and we need him back in Congress! He served our Country as a Navy SEAL and he is Strong on the Border Military and the Second Amendment. Scott has my Complete and Total Endorsement! #VA02 https://t.co/MnRy98uKGI,06-19-2020 19:48:55"
"Congressman @BrettGuthrie fights for the Commonwealth of Kentucky! A West Point graduate he is Strong on Jobs Reducing Taxes and our Great Military and Vets. Brett has my Complete and Total Endorsement! #KY02 https://t.co/x5QJfhmUni,06-19-2020 19:49:11"
"Senator Mitch McConnell (@Team_Mitch) always delivers for the people of Kentucky who will hopefully re-elect their powerful Senate Majority Leader. Mitch has helped us Make America Great Again and has my Complete and Total Endorsement! #KYSEN https://t.co/Qtn1SUpPxy,06-19-2020 20:21:53"
"Why are Democrats and unions working against life-changing school choice for underserved children? President Trump supports SCHOOL CHOICE! #SchoolChoiceNow https://t.co/pgj0tzKz6R,06-19-2020 20:24:09"
"Joe Biden’s rally. ZERO enthusiasm! https://t.co/IB2BrrmTPH,06-19-2020 20:44:18"
"https://t.co/Kr5E8R90Ey,06-19-2020 22:59:12"
"RT @realDonaldTrump: Tony Fauci has nothing to do with NFL Football. They are planning a very safe and controlled opening. However if they…,06-20-2020 00:24:52"
"Informed Dr. Fauci this morning that he has nothing to do with NFL Football. Forced Democrat run Minnesota to bring in the National Guard &amp; end rioting &amp; looting after seeing the destruction &amp; crime in Minneapolis. 100% successful! Waiting to hear from Dem run Washington State...,06-20-2020 02:42:01"
"....as to whether they want help in taking back Seattle. Ready to move quickly! Damage to various Democrat run Cities &amp; States including statue demolition should not be allowed to happen. Ready to solve problem quickly! Federal Government is Ready Willing &amp; Able!@TuckerCarlson,06-20-2020 02:42:01"
"@TuckerCarlson,06-20-2020 02:42:01"
"RT @LbrtyNow: @UrbanAchievr Susan Rice knowingly lied to America about “the video” - Obama and Clinton abandon our Patriots Rice abaondon…,06-20-2020 03:08:19"
"RT @ErrolWebber: The Biden campaign can't decide between Kamala Harris and Susan Rice for his Vice President. When those are your choices…,06-20-2020 03:08:23"
"RT @charliekirk11: Susan Rice is a proven liar and a disgrace to our country.,06-20-2020 03:08:59"
"RT @JoeTalkShow: Susan Rice lied her ass off over and over about what caused the terrorist attack in #Benghazi.  She should know about tras…,06-20-2020 03:09:21"
"RT @thejtlewis: Joe Biden is reportedly deciding between Kamala Harris and Susan Rice to be his running mate. The Democrats have had 4 ye…,06-20-2020 03:09:34"
"The D.C. Police are not doing their job as they watch a statue be ripped down &amp; burn. These people should be immediately arrested. A disgrace to our Country!  @MayorBowser,06-20-2020 03:29:16"
"Watch Live: Trump Supporters Descend on Tulsa on Eve of Trump Rally https://t.co/0NxMjzvQdt via @BreitbartNews Thank you to all. See you tonight in Tulsa!,06-20-2020 04:45:53"
"RT @realDonaldTrump: Joe Biden’s rally. ZERO enthusiasm! https://t.co/IB2BrrmTPH,06-20-2020 04:47:44"
"RT @charliekirk11: This man is NOT black according to Joe BidenMaybe Joe just doesn’t want him spreading the TRUTH about the Democrat Par…,06-20-2020 04:53:43"
"https://t.co/0LKTMOgk1T,06-20-2020 05:06:01"
"https://t.co/28X28gxFtV,06-20-2020 05:20:32"
"https://t.co/c3dhaQubWv,06-20-2020 05:25:23"
"Wow I finally agree with failed political consultant Steve Schmidt who called Wacko John Bolton “a despicable man who failed in his duty to protect America.” Also stated that he should never be allowed to serve in government again. So true! Plain and simple John Bolton....,06-20-2020 14:46:58"
".....who was all washed up until I brought him back and gave him a chance broke the law by releasing Classified Information (in massive amounts). He must pay a very big price for this as others have before him. This should never to happen again!!!,06-20-2020 14:46:59"
"BIG COURT WIN against Bolton. Obviously with the book already given out and leaked to many people and the media nothing the highly respected Judge could have done about stopping it...BUT strong &amp; powerful statements &amp; rulings on MONEY &amp; on BREAKING CLASSIFICATION were made....,06-20-2020 15:40:23"
"....Bolton broke the law and has been called out and rebuked for so doing with a really big price to pay. He likes dropping bombs on people and killing them. Now he will have bombs dropped on him!,06-20-2020 15:40:24"
"RT @BreitbartNews: President Trump's justice department is defending women's sports from an Idaho lawsuit by transgender activists and fro…,06-20-2020 17:55:42"
"RT @BreitbartNews: REVEALED: An anti-deportation group partnering with George Soros's Open Society Foundation is one of the groups behind t…,06-20-2020 17:56:32"
"RT @BreitbartNews: ""They are like that one girlfriend you had that's just an idiot that believes every lie some guy tells her at a bar."" ht…,06-20-2020 18:00:36"
"RT @realDonaldTrump: https://t.co/Kr5E8R90Ey,06-20-2020 18:03:57"
"RT @realDonaldTrump: “THE SILENT MAJORITY IS STRONGER THAN EVER BEFORE.”,06-20-2020 18:04:28"
"RT @realDonaldTrump: Any protesters anarchists agitators looters or lowlifes who are going to Oklahoma please understand you will not b…,06-20-2020 18:04:58"
"https://t.co/V2I4kvMHrc,06-21-2020 02:08:13"
"THE SILENT MAJORITY IS STRONGER THAN EVER BEFORE! #MAGA https://t.co/AoIcroQUQd,06-21-2020 02:12:03"
"Joe Biden’s record can be summed up as 4 decades of betrayal calamity and failure — he NEVER did ANYTHING! https://t.co/y7f9FoDtl4,06-21-2020 02:45:58"
"https://t.co/7Oq3roNveU,06-21-2020 02:56:23"
"Republicans are the party of LIBERTY EQUALITY and JUSTICE for ALL. We are the Party of Abraham Lincoln and the party of LAW AND ORDER! https://t.co/H6Qnf6J3GB,06-21-2020 02:59:42"
"https://t.co/qI3AVrh23p,06-21-2020 16:02:10"
"The Democrat House wants to pass a Bill this week that will destroy our police. Republican Congressmen &amp; Congresswomen will hopefully fight hard to defeat it. We must protect and cherish our police they keep us safe!,06-21-2020 23:22:16"
"A Democrat win in 2020 would be a tragic setback for African Americans! @SteveHiltonx @FoxNews,06-22-2020 04:07:20"
"“His (President Trump’s) policies set a foundation that allowed us to survive the pandemic.” @HeyTammyBruce @SteveHiltonx @FoxNews  True we built something so strong that we are now setting economic growth records again - Jobs &amp; Growth!!!,06-22-2020 04:14:37"
"RT @WashTimes: Trump to mark completion of border wall's 200th milehttps://t.co/jEgEQev9vU https://t.co/u3wgZMHBWo,06-22-2020 04:32:00"
"Actually that would be a big improvement - and she would win! https://t.co/EzmOjNtYJS,06-22-2020 04:34:34"
"Ridiculous don’t do it! https://t.co/VYez8p9AJh,06-22-2020 04:39:30"
"Our Coronavirus testing is so much greater (25 million tests) and so much more advanced that it makes us look like we have more cases especially proportionally than other countries. My message on that is very clear!,06-22-2020 04:48:35"
"Barr: Mail-in Ballots ‘Absolutely Opens the Floodgates to Fraud‘ https://t.co/vd4AD3EPb0 via @BreitbartNews. This will be the Election disaster of our time. Mail-In Ballots will lead to a RIGGED ELECTION!,06-22-2020 11:10:17"
"RIGGED 2020 ELECTION: MILLIONS OF MAIL-IN BALLOTS WILL BE PRINTED BY FOREIGN COUNTRIES AND OTHERS. IT WILL BE THE SCANDAL OF OUR TIMES!,06-22-2020 11:16:57"
"I gave John Bolton who was incapable of being Senate confirmed because he was considered a wacko and was not liked a chance. I always like hearing differing points of view. He turned out to be grossly incompetent and a liar.   See judge’s opinion. CLASSIFIED INFORMATION!!!,06-22-2020 12:34:28"
"Because of MAIL-IN BALLOTS 2020 will be the most RIGGED Election in our nations history - unless this stupidity is ended. We voted during World War One &amp; World War Two with no problem but now they are using Covid in order to cheat by using Mail-Ins!,06-22-2020 13:45:23"
"Unlike the radical left I will ALWAYS stand against socialism and with the people of Venezuela. My Admin has always stood on the side of FREEDOM and LIBERTY and against the oppressive Maduro regime! I would only meet with Maduro to discuss one thing: a peaceful exit from power!,06-22-2020 14:25:40"
"https://t.co/WY3m7d8PEC,06-22-2020 15:58:32"
"https://t.co/2QQn6wHJYf,06-22-2020 15:59:15"
"If people can go out and protest riot break into stores and create all sorts of havoc they can also go out and VOTE — and keep our Election Honest. With millions of mail-in ballots being sent out who knows where they are going and to whom?,06-22-2020 18:10:02"
"Congressman Kevin Hern (@krhern) is a tremendous advocate for the State of Oklahoma! A successful businessman he is Strong on the Wall our Military and the Second Amendment. Kevin has my Complete and Total Endorsement! #OK01 https://t.co/ufDH84Txwy,06-22-2020 18:11:07"
"Congressman @MarkwayneMullin is a Warrior for the people of Oklahoma! He proudly FIGHTS for our Border Infrastructure Second Amendment and our Brave Law Enforcement. Markwayne has my Complete and Total Endorsement! #OK02 https://t.co/urUAMfEU0j,06-22-2020 18:13:54"
"Congressman Tom Cole is doing an incredible job for the people of Oklahoma! He delivers for our Military Vets and Brave Law Enforcement and he will always stand for Life and the Second Amendment! Tom has my Complete and Total Endorsement! #OK04,06-22-2020 18:15:26"
"Congressman @FrankDLucas is working hard for Oklahoma. He strongly supports our Great Farmers Small Businesses and Vets and he will always fight for Life and the Second Amendment. Frank has my Complete and Total Endorsement! #OK03 https://t.co/OxsgfW5OoD,06-22-2020 18:16:40"
"Senator Jim Inhofe (@InhofeForSenate) delivers for the State of Oklahoma! A U.S. Army veteran he fights hard for our Military Vets Small Businesses and our terrific Farmers. Jim has my Complete and Total Endorsement! #OKSEN https://t.co/PinDAlZGQF,06-22-2020 18:18:25"
"“Trump rally gives Fox News largest Saturday night audience in its history” https://t.co/XZaStbbRIp,06-22-2020 18:40:16"
"PRESIDENTIAL HARASSMENT!,06-22-2020 18:41:53"
"Could somebody please explain to reporter Doug Mckelway of @FoxNews that the Border Wall has long been under construction the battle (war) is won the Dems have FINALLY given in. In fact I will be in Arizona tomorrow to celebrate the 212th plus mile of completion. @BretBaier,06-22-2020 22:35:03"
"Rather hard to believe that @FoxNews didn’t know that the Border Wall is well under construction fully financed &amp; already over 200 miles long? Will soon be finished! They just reported that “it is something that Dems are unlikely to budge on in this election year”.  @BretBaier,06-22-2020 22:50:28"
"WOW! The Trump Rally gives @FoxNews the “LARGEST SATURDAY NIGHT AUDIENCE IN ITS HUSTORY”. Isn’t it amazing that virtually nobody in the Lamestream Media is reporting this rather major feat!,06-22-2020 23:35:48"
"A really wonderful book. Buy it and enjoy! https://t.co/GZgicj3o3G,06-22-2020 23:59:40"
"RT @ScottAdamsSays: Trump just won 2020. (And Shaun King isn’t wrong about this by the way. White Jesus never made sense to me. But I’m no…,06-23-2020 00:00:24"
"RT @CortesSteve: Scenes from Antifastan:A bunch of white extremists enforce racial segregation...in the name of tolerance...ish...https…,06-23-2020 00:00:57"
"I brought back Cars &amp; Jobs. Will do it again for Michigan &amp; everywhere else!!! https://t.co/PbJdI5T8WK,06-23-2020 00:06:18"
"The China Trade Deal is fully intact. Hopefully they will continue to live up to the terms of the Agreement!,06-23-2020 02:22:18"
"So terrible! https://t.co/hSI9f2WW58,06-23-2020 02:34:03"
"Looks what’s going on here. Where are the protesters? Was this man arrested? https://t.co/2E1UbU5vNN,06-23-2020 02:35:25"
"Numerous people arrested in D.C. for the disgraceful vandalism in Lafayette Park of the magnificent Statue of Andrew Jackson in addition to the exterior defacing of St. John’s Church across the street. 10 years in prison under the Veteran’s Memorial Preservation Act. Beware!,06-23-2020 02:46:34"
"Interesting guy. “Bolton is really dumb”.  True and he broke the law! https://t.co/bP52vXukId,06-23-2020 04:39:14"
"See Bolton broke the law. Classified Information! https://t.co/lBWrmYxnka,06-23-2020 04:53:06"
"RT @koreatimescokr: Chung Eui-yong director of national security at Cheong Wa Dae said in a statement that much of it reflects what Bolto…,06-23-2020 04:53:34"
"RT @YonhapNews: (2nd LD) Cheong Wa Dae says much of Bolton's memoir on Korea 'distorted' urges U.S. gov't to address such 'dangerous' case…,06-23-2020 04:53:51"
"RT @TwitterMoments: “I think it was unquestionably a success for the United States because the President protected defended American inter…,06-23-2020 04:56:55"
"Washed up Creepster John Bolton is a lowlife who should be in jail money seized for disseminating for profit highly Classified information. Remember what they did to the young submarine sailor but did nothing to Crooked Hillary. I ended up pardoning him - It wasn’t fair!,06-23-2020 10:28:22"
"I have authorized the Federal Government to arrest anyone who vandalizes or destroys any monument statue or other such Federal property in the U.S. with up to 10 years in prison per the Veteran’s Memorial Preservation Act or such other laws that may be pertinent.....,06-23-2020 10:46:44"
".....This action is taken effective immediately but may also be used retroactively for destruction or vandalism already caused. There will be no exceptions!,06-23-2020 10:46:46"
"Cases are going up in the U.S. because we are testing far more than any other country and ever expanding. With smaller testing we would show fewer cases!,06-23-2020 10:54:20"
"There will never be an “Autonomous Zone” in Washington D.C. as long as I’m your President. If they try they will be met with serious force!,06-23-2020 12:45:32"
"We did a great job on CoronaVirus including the very early ban on China Ventilator production and Testing which is by far the most and best in the World. We saved millions of U.S. lives.! Yet the Fake News refuses to acknowledge this in a positive way. But they do give....,06-23-2020 14:41:50"
"....Dr. Anthony Fauci who is with us in all ways a very high 72% Approval Rating. So if he is in charge along with V.P. etc. and with us doing all of these really good things why doesn’t the Lamestream Media treat us as they should? Answer: Because they are Fake News!,06-23-2020 14:41:52"
"Hogan Gidley will be leaving the White House on July 1 and heading over to my campaign to be the National Press Secretary.  He is a strong loyal and trusted member of the team that I know will do an outstanding job! We must WIN this election! Follow him at @JHoganGidley.,06-23-2020 17:23:40"
"RT @AllenWest: Just a basic perusal of the #BlackLivesMatter website will tell you all you need to know about their true agenda. Here's my…,06-23-2020 19:18:45"
"We broke them up last night fast. Numerous are and will be in prison! https://t.co/IrCl5Uo1Cy,06-23-2020 19:21:03"
"Cases up only because of our big number testing. Mortality rate way down!!! https://t.co/bKFmgOLEGZ,06-23-2020 19:25:07"
"RT @TeamTrump: Rep. Debbie Lesko to President @realDonaldTrump on Border Security: “There is such a clear difference between you and your f…,06-23-2020 19:25:42"
"RT @TeamTrump: Governor of Arizona Doug Ducey to President @realDonaldTrump on Border Security: “This is the first administration that has…,06-23-2020 19:25:52"
"RT @TeamTrump: President @realDonaldTrump will not let thugs destroy America's monuments! https://t.co/3wSwh0FKH5,06-23-2020 19:27:55"
"RT @KellyannePolls: #SchoolChoice gives parents the power to pick a better educational solution for their children. All Kids Matter. .@…,06-23-2020 19:31:56"
"RT @TeamTrump: President @realDonaldTrump: We prevented a coronavirus catastrophe at the Southern Border https://t.co/DXUMdloyCJ,06-23-2020 19:32:26"
"RT @WhiteHouse: President @realDonaldTrump is in Yuma Arizona to commemorate the completion of 200+ miles of border wall! https://t.co/4h…,06-23-2020 19:32:26"
"RT @WhiteHouse: LIVE: POTUS delivers an address to young Americans https://t.co/fImwjHJAyh,06-23-2020 22:33:15"
"BIG VICTORY for patients – Federal court UPHOLDS hospital price transparency. Patients deserve to know the price of care BEFORE they enter the hospital. Because of my action they will. This may very well be bigger than healthcare itself. Congratulations America!,06-24-2020 01:21:21"
"Tomorrow @SenatorTimScott and the Senate Republicans have a Great Bill the #JUSTICEAct up for a vote. Will be great for both people of color and police - in fact has major police support. Rebuilding trust and keeping communities safe! Hope to sign it into law ASAP!,06-24-2020 03:30:26"
"It is ashame that Congress doesn’t do something about the lowlifes that burn the American Flag. It should be stopped and now!,06-24-2020 03:49:10"
"A GREAT DAY IN ARIZONA! https://t.co/jsohSb5QF6,06-24-2020 04:26:29"
"Great!  Appeals Court Upholds Justice Departments Request To Drop Criminal Case Against General Michael Flynn!,06-24-2020 14:40:54"
"RT @GOPLeader: The left-wing mob presents a serious threat to the American way of life. They won’t stop at statues. They've already torched…,06-24-2020 14:47:12"
"RT @GOPLeader: The President tweets that people should stop breaking the law and Twitter moves to censor him.The left is uncomfortable th…,06-24-2020 14:47:54"
"Is James Comey and his band of Dirty Cops going to apologize to General Michael Flynn (and many others) for what they have done to ruin his life? What about Robert Mueller and his Angry Democrat Cronies - Are they going to say SO SORRY? And what about Obama &amp; Biden?,06-24-2020 16:58:51"
"LAW &amp; ORDER!,06-24-2020 19:21:58"
"https://t.co/uVyINiSqH0,06-24-2020 21:47:00"
"Biden failed with China. They took us to the cleaners! I got $Billions out of China and gave much of it to our targeted farmers!,06-24-2020 22:10:48"
"Pres. Obama destroyed the lobster and fishing industry in Maine. Now it’s back bigger and better than anyone ever thought possible. Enjoy your “lobstering” and fishing! Make lots of money!,06-25-2020 00:40:04"
"Very sad to see States allowing roving gangs of wise guys anarchists &amp; looters many of them having no idea what they are doing indiscriminately ripping down our statues and monuments to the past. Some are great works of art but all represent our History &amp; Heritage both....,06-25-2020 03:45:44"
"....the good and the bad. It is important for us to understand and remember even in turbulent and difficult times and learn from them. Knowledge comes from the most unusual of places!,06-25-2020 03:45:44"
"It was my great honor to free up 5000 square miles of ocean off the coast of Maine. Enjoy!,06-25-2020 04:08:02"
"RT @realDonaldTrump: BIG VICTORY for patients – Federal court UPHOLDS hospital price transparency. Patients deserve to know the price of ca…,06-25-2020 04:10:13"
"RT @realDonaldTrump: It is ashame that Congress doesn’t do something about the lowlifes that burn the American Flag. It should be stopped…,06-25-2020 04:10:34"
"RT @realDonaldTrump: A GREAT DAY IN ARIZONA! https://t.co/jsohSb5QF6,06-25-2020 04:11:02"
"RT @realDonaldTrump: Great!  Appeals Court Upholds Justice Departments Request To Drop Criminal Case Against General Michael Flynn!,06-25-2020 04:11:32"
"“How Trump Is Making Black America Great Again The Untold Story Of Black Advancement in the Era of Trump.” By Horace Cooper  A great new book!,06-25-2020 04:19:06"
"RT @IngrahamAngle: This is beautiful and will have an enormously positive impact on both foster children and the parents who want to adopt…,06-25-2020 04:26:20"
"RT @WhiteHouse: Achieving the best outcomes for vulnerable children and families in America is a priority for both President @realDonaldTru…,06-25-2020 04:27:07"
"RT @WhiteHouse: The left is determined to tear down America's cultural heritage and history. Not on President @realDonaldTrump's watch. h…,06-25-2020 04:27:19"
"RT @Mike_Pence: Today President @realDonaldTrump signed a historic child welfare executive order bringing all adoption partners to the ta…,06-25-2020 04:27:31"
"RT @TeamTrump: President @realDonaldTrump: The 20 most dangerous American cities are Democrat run https://t.co/gb9rnYtfhA,06-25-2020 04:28:27"
"RT @TeamTrump: President @realDonaldTrump on the destroying of statues: “Not going to happen while I’m here.” https://t.co/l4bguSWJix,06-25-2020 04:29:08"
"A @FoxNews commentator just ripped me with lies with nobody defending. They talked about the “friendly” protesters (they set the Church on fire the day before. They were anything but friendly) and how I stood and held the Bible upside down - it wasn’t upside down. @edhenry,06-25-2020 14:47:58"
"The Fake News and phony Fake Suppression Polls have never been worse. The Lamestream Media has gone CRAZY!,06-25-2020 15:20:21"
"Failed presidential candidate (thank you President Trump!) Carly Fiorina said she will be voting for Corrupt Joe Biden. She lost so badly to me twice in one campaign that she should be voting for Joe. No complaints!!!,06-25-2020 15:59:35"
"The number of ChinaVirus cases goes up because of GREAT TESTING while the number of deaths (mortality rate) goes way down. The Fake News doesn’t like telling you that!,06-25-2020 16:06:06"
"When are the thugs looters and anarchists moving out of the so-called “Autonomous Zone” in Seattle? Get going!,06-25-2020 17:04:49"
"The Obama/Biden Administration is the most CORRUPT in HISTORY! https://t.co/kWa3SZnqPY,06-25-2020 17:28:50"
"Black Lives Matter leader states “If U.S. doesn’t give us what we want then we will burn down this system and replace it”. This is Treason Sedition Insurrection!,06-25-2020 17:29:33"
"Told that @NYCMayor Bill de Blasio wants to paint the fabled &amp; beautiful Fifth Avenue right in front of Trump Tower/Tiffany with a big yellow Black Lives Matter sign. “Pigs in a Blanket Fry ‘Em Like Bacon” referring to killing Police is their chant. NYC Police are furious!,06-25-2020 17:30:43"
