"text,created_at"
"RT @WhiteHouse: Small business owners and hardworking Americans have a champion in President @realDonaldTrump! Over $12.2 BILLION in @SBA…,09-02-2020 19:21:53"
"RT @TeamTrump: President @realDonaldTrump officially designates Wilmington North Carolina as America’s very first WWII heritage city https…,09-02-2020 19:41:46"
"Can you believe what’s happening!? They give Joe Hiden’ the questions and he reads them an answer! https://t.co/ivMw6uQ2gp,09-02-2020 19:52:45"
"THANK YOU NORTH CAROLINA!https://t.co/LhqOINkZFS,09-02-2020 20:03:06"
"The Dow Jones Industrial just closed above 29000! You are so lucky to have me as your President😉With Joe Hiden’ it would crash😧,09-02-2020 20:05:43"
"Mayor Wheeler just got harassed out of his own home in Portland by so-called “friendly protesters”. The Anarchists Agitators and Looters treat him HORRIBLY even though he is so nice and respectful to them. Criminals only understand strength!,09-02-2020 20:18:11"
"RT @DanScavino: 9/2/2020 | Wilmington North Carolina! https://t.co/nYXhnz5f9q,09-02-2020 20:37:29"
"RT @DanScavino: https://t.co/Mkv0qpdtR7,09-02-2020 20:40:28"
"RT @BrandonStraka: Please retweet the tweet below⬇️,09-02-2020 21:44:24"
"RT @gatewaypundit: WOW! --&gt;Joe Biden Given Advance Notice of Questions in TV Interview Reads the ""Topline Message"" Part of the Talking Poi…,09-02-2020 21:51:19"
"https://t.co/cVx8hPPTVd,09-02-2020 21:52:30"
"https://t.co/dmijM5qHxz https://t.co/8c3ehazrAy,09-03-2020 00:23:00"
"My Administration will do everything in its power to prevent weak mayors and lawless cities from taking Federal dollars while they let anarchists harm people burn buildings and ruin lives and businesses. We’re putting them on notice today. @RussVought45,09-03-2020 00:27:21"
"Thank you Michele! https://t.co/0Z7KzA9lb8,09-03-2020 00:40:51"
"Governors Andrew Cuomo of New York has the worst record on death and China Virus. 11000 people alone died in Nursing Homes because of his incompetence!,09-03-2020 12:38:03"
"Sleepy Joe Hiden’ was acknowledged by his own people to have done a terrible job on a much easier situation H1N1 Swine Flu. The OBiden Administration failed badly on this &amp; now he sits back in his basement and criticizes every move we make on the China Virus. DOING GREAT JOB! https://t.co/p2H40mD7Sh,09-03-2020 13:35:20"
".@NYGovCuomo should get his puppet New York prosecutors who have been illegally after me and my family for years to investigate his incompetent handling of the China Virus and all of the deaths caused by this incompetence. It is at minimum a Nursing Home Scandal - 11000 DEAD!,09-03-2020 13:46:36"
"Based on the massive number of Unsolicited &amp; Solicited Ballots that will be sent to potential Voters for the upcoming 2020 Election &amp; in order for you to MAKE SURE YOUR VOTE COUNTS &amp; IS COUNTED SIGN &amp; MAIL IN your Ballot as EARLY as possible. On Election Day or Early Voting..,09-03-2020 14:32:35"
".....go to your Polling Place to see whether or not your Mail In Vote has been Tabulated (Counted). If it has you will not be able to Vote &amp; the Mail In System worked properly. If it has not been Counted VOTE (which is a citizen’s right to do). If your Mail In Ballot arrives....,09-03-2020 14:32:35"
"....after you Vote which it should not that Ballot will not be used or counted in that your vote has already been cast &amp; tabulated. YOU ARE NOW ASSURED THAT YOUR PRECIOUS VOTE HAS BEEN COUNTED it hasn’t been “lost thrown out or in any way destroyed”. GOD BLESS AMERICA!!!,09-03-2020 14:32:35"
".@FoxNews Polls are as in the past Fake News. They have been from the beginning way off in 2016. Get a new pollster. I believe we are leading BIG!,09-03-2020 15:12:42"
"Do you notice that any time Fake News Suppression Polls are put out like @FoxNews the Stock Market goes DOWN. We are going to WIN!,09-03-2020 15:21:41"
"Crazy Nancy Pelosi said she was “set up” by the beauty parlor owner when she improperly had the salon opened (and didn’t wear a MASK!). Does anyone want a Speaker of the House who can be so easily SET UP?,09-03-2020 17:20:36"
"Nancy Pelosi says she got “set up” by a Beauty Parlor owner. Maybe the Beauty Parlor owner should be running the House of Representatives instead of Crazy Nancy?,09-03-2020 18:27:10"
"Hearing that Iran is looking to execute a great and popular wrestling star 27-year-old Navid Afkarai whose sole act was an anti-government demonstration on the streets. They were protesting the “country’s worsening economic situation and inflation”...,09-03-2020 21:06:55"
"...To the leaders of Iran I would greatly appreciate if you would spare this young man’s life and not execute him. Thank you! @UFC @DanaWhite @FoxNews https://t.co/NkJb4IsQpt,09-03-2020 21:06:56"
"I’m going to Latrobe Pennsylvania the home of the late great Arnold Palmer - There was nobody like him. I got to know Arnold well played golf with him and miss him. See you tonight in Latrobe! https://t.co/reDdJIe4WX,09-03-2020 21:22:52"
"Joe Hiden’ get off his airplane grabs and shakes a rather stunned man’s hand (like in the old days) then touches his (Joe’s) face and mask with the same hand. No crowd no enthusiasm for Joe today. Law &amp; Order!,09-03-2020 21:43:26"
"RT @BryanLlenas: Outside of the hangar at airport in Latrobe Pennsylvania hours before President Trump’s 7pm really. https://t.co/F49hr3nT…,09-03-2020 21:44:48"
"RT @shanedunlap: Supporters of President Trump are lined up to take shuttles into Arnold Palmer airport for the president’s arrival tonight…,09-03-2020 21:45:08"
"Joe Hiden’ gets off his airplane grabs and shakes a rather stunned man’s hand (like in the old days) then touches his (Joe’s) face and mask with the same hand. No crowd no enthusiasm for Joe today. Law &amp; Order!,09-03-2020 21:47:56"
"Thank you!!! https://t.co/YN266XHWfM,09-03-2020 21:48:07"
"RT @QuickTake: “They think because I’m Black that I have to vote Democrat.”In 2016 Trump won 8% of Black voters and 28% of Hispanic vot…,09-03-2020 21:51:20"
"RT @BW: Minority Mold-Breakers: In 2016 Trump won 8% of Black voters and 28% of Hispanic voters outdoing former Republican presidential c…,09-03-2020 21:52:51"
"RT @RepVernonJones: Yes @BlackVoices4DJT is surfacing in #ATL. @realDonaldTrump will take the #peach state with Black voters tired of 47 y…,09-03-2020 21:54:47"
"Volunteer to be a Trump Election Poll Watcher. Sign up today! #MakeAmericaGreatAgainhttps://t.co/aYYsyWXeA4,09-03-2020 22:18:15"
"Landing soon - see you in Latrobe Pennsylvania. Speech will be broadcast on @FoxNews  @OANN and @cspan at 6:45 P.M. Enjoy!,09-03-2020 22:35:19"
"RT @realDonaldTrump: Nancy Pelosi says she got “set up” by a Beauty Parlor owner. Maybe the Beauty Parlor owner should be running the House…,09-03-2020 22:57:21"
"THANK YOU LATROBE PENNSYLVANIA! #MAGA https://t.co/vKyOTCesH2,09-04-2020 01:31:46"
"I was never a big fan of John McCain disagreed with him on many things including ridiculous endless wars and the lack of success he had in dealing with the VA and our great Vets but the lowering of our Nations American Flags and the first class funeral he was given by our....,09-04-2020 02:36:58"
"..Country had to be approved by me as President &amp; I did so without hesitation  or complaint. Quite the contrary I felt it was well deserved. I even sent Air Force One to bring his body in casket from Arizona to Washington. It was my honor to do so. Also I never called..,09-04-2020 02:36:58"
"....John a loser and swear on whatever or whoever I was asked to swear on that I never called our great fallen soldiers anything other than HEROES. This is more made up Fake News given by disgusting &amp; jealous failures in a disgraceful attempt to influence the 2020 Election!,09-04-2020 02:36:58"
"RT @JordanKarem1: Again this is 100% false. I was next to @POTUS the whole day! The President was greatly disappointed when told we couldn…,09-04-2020 03:17:35"
"Why aren’t the Portland Police ARRESTING the cold blooded killer of Aaron “Jay” Danielson. Do your job and do it fast. Everybody knows who this thug is. No wonder Portland is going to hell! @TheJusticeDept @FBI,09-04-2020 03:40:54"
"RT @julie_kelly2: So this seems like a good time to announce the forthcoming release of my very first book on #NeverTrump. Coming June 16!…,09-04-2020 04:25:13"
"Great Jobs Numbers! 1.37 Million Jobs Added In August. Unemployment Rate Falls To 8.4% (Wow much better than expected!). Broke the 10% level faster and deeper than thought possible.,09-04-2020 13:04:55"
"The Atlantic Magazine is dying like most magazines so they make up a fake story in order to gain some relevance. Story already refuted but this is what we are up against. Just like the Fake Dossier. You fight and and fight and then people realize it was a total fraud!,09-04-2020 14:44:30"
"Another day everyone thought would be impossible! Congratulations to @predsednikrs Vucic of Serbia and PM @Avdullah Hoti of Kosovo on committing to #EconomicNormalization! This is a major step forward...,09-04-2020 16:34:27"
"...to bringing prosperity and peace to the Balkans and the world. I am proud to have assisted these leaders!,09-04-2020 16:34:28"
"https://t.co/EtEMZ4rYXs,09-04-2020 16:35:56"
"Congratulations to @predsednikrs Vucic for announcing the move of Serbia’s Embassy to Jerusalem by July. It is a brave and historic move!,09-04-2020 16:42:02"
"Another great day for peace with Middle East – Muslim-majority Kosovo and Israel have agreed to normalize ties and establish diplomatic relations. Well-done! More Islamic and Arab nations will follow soon!,09-04-2020 16:44:09"
"https://t.co/Pk5mnHHll6,09-04-2020 16:49:14"
"https://t.co/bA09LqxT15,09-04-2020 17:37:16"
"A GREAT HONOR THANK YOU! https://t.co/SYM0wk5cqn,09-04-2020 17:37:20"
"THANK YOU! #MAGA https://t.co/1vMZMmm6KZ,09-04-2020 18:49:55"
"The United States of America will NOT be cutting funding to @starsandstripes magazine under my watch. It will continue to be a wonderful source of information to our Great Military!,09-04-2020 19:42:23"
"RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/0yvP0TbKFt,09-04-2020 21:26:57"
"https://t.co/YW80YyWCrn,09-04-2020 22:47:10"
"https://t.co/jkGJRq8AjX,09-04-2020 22:47:26"
"https://t.co/JCalVhUtFR,09-04-2020 22:48:10"
"RT @JMMulvaney1: I never heard the President disparage our war dead or wounded.   In fact the exact opposite is true.  I was with him at t…,09-05-2020 00:52:18"
"RT @DanScavino: I was with POTUS in France with Sarah and have been at his side throughout it all. Complete lies by “anonymous sources” t…,09-05-2020 00:52:31"
"RT @MarkMeadows: In the time that I’ve known @realDonaldTrump both as a member of Congress and most recently serving as his Chief of Staff…,09-05-2020 00:52:49"
"RT @generalkellogg: The Atlantic story is completely false. Absolutely lacks merit. I’ve been by the President’s side. He has always shown…,09-05-2020 00:52:53"
"Exclusive: Nearly 700 U.S. Veterans Issue Open Letter in Support of Trump https://t.co/IoKXU2a9EU via @BreitbartNews Thank you! As we get closer and closer to the November 3rd Election and as my poll numbers rocket up the attacks get more and more vicious. I love our HEROES!,09-05-2020 02:58:25"
"Jennifer Griffin of Fox News Did Not Confirm ‘Most Salacious‘ Part of Atlantic Story https://t.co/rUpbSWhHac via @BreitbartNews  All refuted by many witnesses. Jennifer Griffin should be fired for this kind of reporting. Never even called us for comment. @FoxNews is gone!,09-05-2020 03:19:24"
"Owner of Salon Visited by Pelosi Raises over $220000 on GoFundMe https://t.co/jKoSRtvLBG via @BreitbartNews. Great!!!,09-05-2020 03:24:16"
"Pollak: The Stunning Synergy of The Atlantic‘s Anonymous Attack on Trump https://t.co/gDvXXn9tcH via @BreitbartNews Fake writer Goldberg is considered “the unofficial stenographer of the Obama White House”.,09-05-2020 03:33:25"
"First Lady Melania Trump Hits Back: ‘The Atlantic Story Is Not True‘ https://t.co/M0iG6zmmTV via @BreitbartNews,09-05-2020 03:37:19"
"RT @HSajwanization: I have no personal interest with Mr. Trump nor I am an American but this gesture really moved me !! Thank you @realDo…,09-05-2020 03:53:39"
"RT @SharylAttkisson: 2-Trump's actions and talk of ending Afghan war and drawing down troops in Germany have not made him popular among the…,09-05-2020 03:54:27"
"RT @SharylAttkisson: 3-He is also under attack by pharmaceutical industry for his landmark executive order that says US pharma companies ha…,09-05-2020 03:55:00"
"Thank you to our wonderful First Lady! https://t.co/NSrfVgvbMF,09-05-2020 03:56:48"
"RT @Cameron_Gray: ""Thank you"" - Trump campaign ad team,09-05-2020 03:58:35"
"Thank you Mark! https://t.co/pLpJBFnyNz,09-05-2020 03:59:53"
"RT @SharylAttkisson: 5-He is the only president to be the subject of false news stories by by NBC and Newsweek that each claimed he was gol…,09-05-2020 04:02:02"
"RT @SharylAttkisson: 6-More about all of that in my new book SLANTED: HOW THE NEWS MEDIA TAUGHT US TO LOVE CENSORSHIP AND HATE JOURNALISM.…,09-05-2020 04:02:02"
"RT @SharylAttkisson: 1-In fairness did you know the following that nobody reported?Trump Is One of Only Three US Presidents to Spend Than…,09-05-2020 04:02:02"
"RT @SharylAttkisson: 4-Trump Is the Only US President to Visit the Troops in a Combat Zone So Close to Christmas Day.President Trump Is t…,09-05-2020 04:02:02"
"RT @SharylAttkisson: 2-Melania Trump Became the First First Lady to Spend Christmastime Visiting US Troops in a War Zone. (Thanksgiving to…,09-05-2020 04:02:02"
"RT @SharylAttkisson: 3-“President Trump Is Only the Third US President to Spend Thanksgiving with US Troops in a Combat Zone or US Troops A…,09-05-2020 04:02:02"
"RT @mschlapp: .@PamBondi is disgusted by the socialist big city mayors refusing to allow @realDonaldTrump to help protect American citizen…,09-05-2020 04:03:11"
"RT @mschlapp: This election is much more than a decision between @JoeBiden  &amp; @realDonaldTrump. This election determines whether America wi…,09-05-2020 04:03:25"
"RT @mschlapp: The Losers and Suckers work for the Atlantic. They are colluding w the socialists to stop Trump. The more the swamp and t…,09-05-2020 04:03:43"
"RT @GreggJarrett: ??? Biden: ‘CoVID has Taken This Year More than 100 Years Look… The Lives When You Think About it!’ https://t.co/Awx2g…,09-05-2020 04:04:28"
"RT @JHoganGidley: Thanks to @realDonaldTrump's economic policies and leadership America added 1.4 million jobs last month! The United St…,09-05-2020 04:08:48"
"RT @JHoganGidley: My response to the horrible lies from anonymous “sources” in the Atlantic: https://t.co/uHtgJvrwCb,09-05-2020 04:09:03"
"RT @JHoganGidley: Thanks for another powerful Police endorsement! @realDonaldTrump DEFENDS the police. Biden DEFUNDS the police.Presid…,09-05-2020 04:09:24"
"RT @SarahHuckabee: These were some of the moments I witnessed the President show his heart and demonstrate how much he respects the selfles…,09-05-2020 04:13:25"
"RT @SarahHuckabee: The Atlantic story on @realDonaldTrump is total BS. I was actually there and one of the people part of the discussion -…,09-05-2020 04:13:29"
"RT @realDonaldTrump: The United States of America will NOT be cutting funding to @starsandstripes magazine under my watch. It will continue…,09-05-2020 04:17:13"
"RT @realDonaldTrump: THANK YOU! #MAGA https://t.co/1vMZMmm6KZ,09-05-2020 04:17:16"
"Nice flag! https://t.co/Mab6n7TBzg,09-05-2020 04:22:16"
"RT @NatalieJHarp: We are living a GREAT AMERICAN STORY—only because you are in it President @realDonaldTrump!“Every time I think of you…,09-05-2020 04:25:06"
"So true! https://t.co/0f8hl4vhCS,09-05-2020 04:26:07"
"RT @TrumpWarRoom: Fox News' John Roberts says two people he spoke with refuted the false Atlantic magazine story. https://t.co/2cvgxLDVL6 h…,09-05-2020 04:26:23"
"RT @FrankLuntz: “Trump received 28% of the Hispanic vote four years ago. But a fresh national ⁦@QuinnipiacPoll⁩ pegged the president’s supp…,09-05-2020 04:27:53"
"RT @KellyannePolls: More #economicrecovery highlights:4th straight month of 1m + jobs added2nd largest drop ever in unemployment for wo…,09-05-2020 04:28:06"
"Trump Orders Purge of ‘Critical Race Theory‘ from Federal Agencies https://t.co/ygXcTXRHsQ via @BreitbartNews  This is a sickness that cannot be allowed to continue. Please report any sightings so we can quickly extinguish!,09-05-2020 11:52:06"
"Letters from so many coaches athletes and others pushed hard for this. I agree has done so much for so many! https://t.co/XTSFEoxyAM,09-05-2020 12:13:19"
"You work so hard for the military from completely rebuilding a depleted mess that was left by OBiden to fixing a broken V.A. and fighting for large scale military pay raises and then a slimeball reporter maybe working with disgruntled people makes up such a horrible charge..,09-05-2020 12:31:19"
"....This reminds me of the Dirty Dossier which was pushed hard by John McCain &amp; then with a thud turned out to be a total fraud. So many other scams also. The Radical Far Left is VICIOUS they will do or say anything to win. But they won’t we will WIN &amp; have four great years!,09-05-2020 12:31:20"
"RT @ColumbiaBugle: @realDonaldTrump @BreitbartNews Sorry liberals! How to be Anti-White 101 is permanently cancelled! https://t.co/mqSzy32K…,09-05-2020 12:33:08"
"RT @RussVought45: The days of taxpayer funded indoctrination trainings that sow division and racism are over. Under the direction of @POTUS…,09-05-2020 12:36:49"
"RT @realchrisrufo: On Tuesday I called on the President to abolish critical race theory in the federal government. Tonight he delivered.…,09-05-2020 12:38:21"
"RT @DavidJHarrisJr: The President and his Administration are fully committed to the fair and equal treatment of all individuals in the Unit…,09-05-2020 12:38:46"
"RT @PhilipWegmann: NEW: Trump to go to war with ""critical race theory"" demands federal agencies identify and then strip funding for traini…,09-05-2020 12:39:36"
"RT @theblaze: Breaking: President @realDonaldTrump orders defunding of 'un-American propaganda' teaching white privilege and critical race…,09-05-2020 12:40:07"
"RT @MarinaMedvin: 🔥 Trump’s administration cracks down on racist teachings in various executive branch agencies: “divisive false and deme…,09-05-2020 12:40:21"
"RT @glennbeck: Yet another very important difference between ⁦@realDonaldTrump⁩ and #BeijingBiden.  Thank you mr president for understandin…,09-05-2020 12:40:54"
"RT @HalleyBorderCol: omg Trump is halting all government critical race theory training!This is amazing.https://t.co/UsV4OhVBsW https://…,09-05-2020 12:41:03"
"RT @realDailyWire: BREAKING: Trump Bans Federal Money From Funding Far-Left Anti-American ‘Critical Race Theory’ https://t.co/t292f4LSkq ht…,09-05-2020 12:41:11"
"RT @stillgray: Trump is banning Critical Race Theory in the federal government. No more of this garbage especially not on taxpayer dollars.,09-05-2020 12:43:07"
"RT @DC_Draino: The tides are finally turning against critical race theory,09-05-2020 12:43:27"
"RT @tomascol: WOW. @realDonaldTrump has ordered all federal agencies to “cease and desist” any government training programs that include an…,09-05-2020 12:43:54"
"RT @SwipeWright: WHITE HOUSE: ""The divisive false and demeaning propaganda of the critical race theory movement is contrary to all we sta…,09-05-2020 12:44:09"
"RT @mirandadevine: Bravo! Trump Bans Federal Money From Funding Far-Left Anti-American ‘Critical Race Theory’  https://t.co/Q5YQ5pELnR,09-05-2020 12:44:28"
"RT @EmeraldRobinson: Trump Tells Federal Government to Stop Anti-American Training on Critical Race Theory!You're welcome America. https…,09-05-2020 12:45:10"
"RT @DrKarlynB: Seriously this is so incredibly important. As an I/O psychologist I’ve seen the results of these trainings. Not only are th…,09-05-2020 12:46:28"
"RT @DrKarlynB: YESSSSSSSSSS!!!!!!!!!! Look what you did @realchrisrufo!,09-05-2020 12:46:32"
"Not any more! https://t.co/7Z2wxA6K13,09-05-2020 12:47:10"
"Great job @PeteHegseth one of a kind! @foxandfriends,09-05-2020 12:54:14"
"RT @markknoller: Pres announces major breakthrough toward normalization of economic relations between Kosovo and Serbia. Calls it a first s…,09-05-2020 16:45:14"
"https://t.co/P8bokc3wEU,09-05-2020 18:19:39"
"RT @AP: Serbia and Kosovo announce that they have normalized economic ties as part of U.S.-brokered discussions that also include Serbia mo…,09-05-2020 19:53:37"
"RT @QuickTake: LIVE: “These things could only happen under a Trump administration … it’s happened in the Balkans it’s happened in the Midd…,09-05-2020 19:54:30"
"Thank you! https://t.co/TgVkWA7irF,09-05-2020 20:08:03"
"Nancy Pelosi said she got “set up” by the owner (a very good one) of a beauty parlor. If so how will she do in negotiations against President Xi of China President Putin of Russia or Kim Jong Un of North Korea. Not so well I suspect but far better than Joe Hiden’ would do!,09-05-2020 20:16:10"
"Congratulations to the U.S. Marshals on a job well done in Portland. LAW &amp; ORDER!,09-06-2020 03:24:58"
"Wish I could join you but totally focused on November 3rd. Thank you! #MAGA https://t.co/bZ31JCgz99,09-06-2020 03:32:03"
"https://t.co/coUG9tPUCi,09-06-2020 03:37:09"
"https://t.co/xD8iKKVHLg,09-06-2020 03:37:09"
"https://t.co/7NVLPL1cRF,09-06-2020 03:39:19"
"https://t.co/QO66XieSfR,09-06-2020 03:40:09"
"https://t.co/OzYzLQ2FQp,09-06-2020 03:47:18"
"RT @RealDeanCain: I admit it -- I laughed.,09-06-2020 03:51:10"
"RT @Travistritt: Anyone who personally knew Elvis will tell you that he absolutely loved the black community and the black community loved…,09-06-2020 04:30:48"
"RT @Lrihendry: @realDonaldTrump They are eaten alive by hate for our President &amp; his voters! They care more about illegal immigrants than…,09-06-2020 04:31:20"
"RT @Lrihendry: New ad by the Biden camp suggesting President Trump will deplete Social Security by 2023 receives four Pinocchios from WAPO…,09-06-2020 04:32:50"
"RT @LATAMforTRUMP: LATAM FOR TRUMP pays tribute to President @realDonaldTrump  the best story in the US. On November 3 history is ours an…,09-06-2020 04:35:21"
"RT @realDonaldTrump: Trump Orders Purge of ‘Critical Race Theory‘ from Federal Agencies https://t.co/ygXcTXRHsQ via @BreitbartNews  This is…,09-06-2020 04:36:34"
"RT @Lrihendry: Joe was impressive saying:""There's nothing we can do when we work together.""😳,09-06-2020 04:40:59"
"RT @Lrihendry: There is no responsible way to minimize the significant damage that fake news presents to American society. They are indeed…,09-06-2020 04:42:08"
"RT @BrandonStraka: Black Lives Matter in Dallas is marching to the jailhouse for the BLM attacker in this video. He is allegedly being held…,09-06-2020 04:55:46"
"Be smart Baltimore! You have been ripped off for years by the Democrats &amp; gotten nothing but poverty &amp; crime. It will only get worse UNLESS YOU ELECT KIMBERLY KLACIK TO CONGRESS. She brings with her the power &amp; ECONOMIC STRENGTH OF THE REPUBLICAN PARTY. She works sooo hard....,09-06-2020 10:29:07"
"....Baltimore will turn around and I will help. Crime will go way down money and jobs will pour in. Life will be MUCH better because Kimberly really cares. The Dems have had 100 years and they gave you nothing but heartache. Baltimore is the WORST IN NATION Kimberly will..,09-06-2020 10:29:07"
"....fix it and fast. The current recipient has no chance and won’t even try. As I have often said Baltimore is last in everything WHAT THE HELL DO YOU HAVE TO LOSE! Kimberly is fully Endorsed by me something I do not do lightly. Take advantage of it and MAKE BALTIMORE GREAT!,09-06-2020 10:29:08"
"RT @charliekirk11: Finally able to share!I’m excited to announce that my new podcast THE CHARLIE KIRK SHOW launches this Wednesday exclus…,09-06-2020 10:29:42"
"RT @charliekirk11: We knocked on thousands of doors for Trump in North Carolina today with @TrumpStudents. Biden has no ground game. The Pr…,09-06-2020 10:31:59"
"RT @charliekirk11: Joe Biden was the most corrupt Vice President in American history.,09-06-2020 10:32:08"
"RT @charliekirk11: All the lockdowns must end immediately.,09-06-2020 10:33:20"
"RT @charliekirk11: I see more Trump signs than Biden signs in California.,09-06-2020 10:34:14"
"Steve Jobs would not be happy that his wife is wasting  money he left her on a failing Radical Left Magazine that is run by a con man (Goldberg) and spews FAKE NEWS &amp; HATE. Call her write her let her know how you feel!!! https://t.co/wwuoP85bQE,09-06-2020 10:48:47"
"The Democrats know that they are creating havoc on Election night. This is what they want. WE WILL WIN! https://t.co/BkPYHwsRTr,09-06-2020 12:31:05"
"RT @GOPLeader: Joe Biden likes to say “No miracle is coming.”  But it’s not a miracle.It’s SCIENCE.And thankfully we have a president w…,09-06-2020 12:31:24"
"RT @DanCrenshawTX: The Governor is understating the success of his policies. Hospitalizations are at 4203 the lowest it’s been since Ju…,09-06-2020 12:32:04"
"Department of Education is looking at this. If so they will not be funded! https://t.co/dHsw6Y6Y3M,09-06-2020 12:34:49"
"The Democrats together with the corrupt Fake News Media have launched a massive Disinformation Campaign the likes of which has never been seen before. They will say anything like their recent lies about me and the Military and hope that it sticks... But #MAGA gets it!,09-06-2020 13:37:41"
"Big Ten Football is looking really good but may lose Michigan Illinois and Maryland because of those Governors’ ridiculous lack of interest or political support. They will play without them?,09-06-2020 15:25:16"
"RT @kevinomccarthy: A great nation because of great people. I’m proud to stand with @realdonaldtrump and to work for YOU. #RNC2020 🇺🇸 https…,09-06-2020 17:07:19"
"RT @DanScavino: https://t.co/ngm3O6RZ5O,09-06-2020 18:30:05"
"RT @DanScavino: https://t.co/bj5tjrOoeh,09-06-2020 18:30:13"
"RT @DanScavino: Peaceful protestors in SE Portland this evening...https://t.co/2MIGuQkhNz,09-06-2020 18:30:20"
"These are the Democrats “peaceful protests”. Sick! https://t.co/8NpRepi8UY,09-06-2020 18:32:02"
"RT @DanScavino: https://t.co/pl5eQZb3uK,09-06-2020 18:32:14"
"RT @realDonaldTrump: Nancy Pelosi said she got “set up” by the owner (a very good one) of a beauty parlor. If so how will she do in negoti…,09-06-2020 18:37:12"
"RT @realDonaldTrump: Congratulations to the U.S. Marshals on a job well done in Portland. LAW &amp; ORDER!,09-06-2020 18:37:15"
"Lunacy! https://t.co/Jp3gwIWARi,09-06-2020 19:05:00"
"Our Economy and Jobs are doing really well. Next Year will be a Record Setter. Stay Tuned!,09-06-2020 20:11:12"
"RT @EricTrump: Thank you to all of our incredible friends at the @NHRA U.S. Nationals in Indianapolis! We love and appreciate you — @realDo…,09-06-2020 20:11:47"
"https://t.co/PNqAvoGReK,09-06-2020 21:40:47"
"https://t.co/h78XwnW5dM,09-06-2020 22:42:17"
"https://t.co/M6kPbwcyQw,09-06-2020 22:43:01"
"A massive Disinformation Campaign is going on by the Democrats their partner the Fake News Media &amp; Big Tech. They create false stories and then push them like has never been done before even beyond the 2016 Campaign. It imperils our Country and must stop now. Victory 2020!,09-07-2020 00:43:39"
"RT @DonaldJTrumpJr: Thousands of Americans died and even more came home wounded because career politicians like Joe Biden voted to send the…,09-07-2020 00:59:16"
"RT @DonaldJTrumpJr: “Peaceful Riots” “Peaceful Looting” and “Peaceful Arson”,09-07-2020 01:00:00"
"RT @Surabees: It says everything about how broken the media is that after @JeffreyGoldberg helped lie this nation into the Iraq War he was…,09-07-2020 01:01:32"
"RT @HerschelWalker: ⁦@JoeBiden⁩ came to office 1973! 6 Term Senator 2 Term VP - what did he do for African Americans? Remember ""Black and…,09-07-2020 01:02:42"
"RT @DonaldJTrumpJr: Trump fixed the VA after Obama-Biden left it in shambles/scandalTrump is trying to end forever wars. Biden voted for…,09-07-2020 01:03:01"
"RT @DonaldJTrumpJr: Joe Biden's supporters are destroying communities across America. #BidenRiotshttps://t.co/t5VbCfFG2G,09-07-2020 12:10:19"
"RT @AlwaysActions: Black Man Exposes #BlackLivesMatter https://t.co/vtJ2yJEcho,09-07-2020 12:10:51"
"RT @AlwaysActions: Police Officer saves baby's life https://t.co/DYDu0x7TiH,09-07-2020 12:11:50"
"RT @Bewater57249897: @DonaldJTrumpJr https://t.co/dvKdSbEp6T,09-07-2020 12:12:04"
"RT @AlwaysActions: NBA Legend Michael Jordan:'I can no longer stay silent' https://t.co/CZT052ZAcW,09-07-2020 12:12:55"
"RT @AlwaysActions: The reason why PresidentDonald J. Trump Was electedas President and the reasonwhy he will be elected again https://t…,09-07-2020 12:16:16"
"RT @AlwaysActions: The Socialist Mainstream Media:White Man attacked by an IllegalAlien and Racist Reporter https://t.co/Gtjxrcd4Km,09-07-2020 12:19:03"
"Thank you! https://t.co/IFOflRdk4q,09-07-2020 12:21:31"
"RT @AlwaysActions: Jewish trump fans dancing at awedding wearing “I ❤️ TRUMP”and “Trump 2020” T-shirts https://t.co/3VLYw2XVuA,09-07-2020 12:22:17"
"RT @AlwaysActions: Black Man Exposes #BlackLivesMatter https://t.co/hplnIXCS71,09-07-2020 12:24:01"
"A so-called peaceful protest! https://t.co/RYchH5x5cS,09-07-2020 12:25:59"
"RT @AlwaysActions: Retweet If You Will AlwaysStand For The National Anthem https://t.co/nopkRfkmxZ,09-07-2020 12:27:00"
"RT @AlwaysActions: Protest To Defund The PoliceRequest Police For Protection https://t.co/h7q2olEvsx,09-07-2020 12:27:39"
"Starting to get VERY high marks in our handling of the Coronavirus (China Virus) especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming and fast!,09-07-2020 13:26:39"
"Will be having a Labor Day News Conference today at the White House 1:00 P.M. Jobs number and the Economic comeback are looking GREAT. Happy Labor Day!,09-07-2020 13:38:36"
"Gordon Chang: China Seems ‘to Be Favoring Joe Biden‘ in Presidential Election https://t.co/LmXVsqOJzP via @BreitbartNews. Of course they want Biden. I have taken $Billions from China and given it to our Farmers and U.S. Treasury. China would own the U.S. if Biden &amp; Hunter got in!,09-07-2020 13:53:38"
"Biden Underperforming! @OANN What else is new the story of his life.,09-07-2020 13:59:28"
"10.6 Million Jobs Created In Just 4 Months A Record!!!,09-07-2020 14:02:09"
"Rochester N.Y. Brooklyn N.Y. Portland - All had bad nights all weakly run by Radical Left Democrat Governors and Mayors! Get the picture?,09-07-2020 14:09:29"
"Biggest and Fastest Financial Recovery In History. Next year will be the best ever unless a Sleepy person who wants to massively raise your taxes gets in. I’m which case CRASH!!!,09-07-2020 15:03:47"
